name,type,temp_c,humidity_pct,seasons,spoilage_status,CO2_ppm,Ethylene_ppm,NH3_ppm,H2S_ppm,VOC_ppm,O2_%,Transit_Duration_hrs,source,min_optimal_temp,max_optimal_temp,min_optimal_humidity,max_optimal_humidity,shelf_life
Whole Milk,Dairy,30.4,99.2,Summer,Spoiled,916.7,2.102,4.964,0.3825,263.15,0.0,62.7,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Beef Steak,Meat,25.9,78.5,Spring,Spoiled,774.8,8.059,10.577,5.8229,0.0,0.0,16.8,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Whole Milk,Dairy,36.0,80.4,Summer,Warning,768.5,0.776,0.942,0.8752,263.15,0.0,55.3,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Whole Milk,Dairy,27.0,76.1,Spring,Fresh,426.9,2.989,3.516,0.0487,263.15,0.0,53.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Beef Steak,Meat,24.0,87.9,Spring,Spoiled,891.7,13.746,11.522,4.6198,0.0,0.0,55.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,36.4,71.6,Monsoon,Spoiled,1569.1,8.875,14.704,1.4011,0.0,0.0,49.2,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Lamb Chops,Meat,29.6,79.2,Spring,Spoiled,1274.3,2.238,7.529,6.0353,0.0,0.0,34.6,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Butter,Dairy,8.9,66.5,Winter,Fresh,824.0,1.942,1.275,0.3303,263.15,0.0,6.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,14.0,79.9,Winter,Spoiled,483.0,1.092,16.093,4.7007,0.0,0.0,48.7,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Butter,Dairy,28.3,71.0,Spring,Warning,1169.7,0.587,4.998,0.4789,263.15,0.0,18.2,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Fish Fillet,Seafood,36.9,86.5,Monsoon,Spoiled,687.4,3.923,10.256,3.9782,0.0,0.0,8.0,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Eggs,Poultry,28.9,72.1,Spring,Warning,516.7,3.912,4.674,0.5791,0.0,0.0,30.6,Dairy_Meat,1.6,6.4,70.0,79.6,11.6
Yogurt,Dairy,28.0,94.4,Monsoon,Warning,670.1,3.817,2.443,0.7236,263.15,0.0,53.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,35.3,87.2,Monsoon,Spoiled,1538.5,9.627,1.175,0.2706,0.0,0.0,61.1,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Shrimp,Seafood,35.4,81.3,Summer,Spoiled,804.6,5.598,12.357,5.334,0.0,0.0,44.8,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Pork Ribs,Meat,17.1,74.8,Spring,Spoiled,2452.7,0.257,16.263,5.3923,0.0,0.0,58.2,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,36.8,79.6,Summer,Warning,1035.9,0.395,4.796,0.459,263.15,0.0,18.3,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Eggs,Poultry,33.9,85.8,Monsoon,Warning,474.8,5.689,2.764,0.0561,0.0,0.0,1.7,Dairy_Meat,1.6,6.4,70.0,79.6,11.6
Yogurt,Dairy,41.0,99.3,Summer,Spoiled,1115.8,4.596,1.149,0.9013,263.15,0.0,50.2,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Fish Fillet,Seafood,17.6,92.3,Spring,Spoiled,426.3,13.931,6.29,7.6918,0.0,0.0,42.7,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Eggs,Poultry,20.9,84.0,Spring,Warning,832.4,5.758,3.699,0.7905,0.0,0.0,49.9,Dairy_Meat,1.6,6.4,70.0,79.6,11.6
Cheddar Cheese,Dairy,8.3,85.3,Winter,Fresh,876.5,4.845,1.632,0.6341,263.15,0.0,56.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,21.6,84.0,Spring,Spoiled,580.0,9.279,15.961,5.7049,0.0,0.0,6.8,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,27.2,75.4,Spring,Warning,1154.4,2.224,3.807,0.1022,263.15,0.0,7.2,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Beef Steak,Meat,24.2,71.3,Spring,Warning,1655.9,4.866,7.705,2.3348,0.0,0.0,28.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Cheddar Cheese,Dairy,31.8,75.1,Monsoon,Fresh,516.7,0.836,1.38,0.2998,263.15,0.0,56.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Chicken Breast,Meat,16.4,69.3,Winter,Spoiled,414.2,5.935,16.832,3.0391,0.0,0.0,62.2,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Pork Ribs,Meat,17.6,71.8,Winter,Spoiled,2389.3,3.013,6.284,7.7166,0.0,0.0,69.8,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Paneer,Dairy,27.2,85.6,Spring,Warning,1145.7,0.999,4.986,0.1799,263.15,0.0,55.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Whole Milk,Dairy,19.7,89.6,Spring,Warning,1036.0,3.365,0.696,0.3028,263.15,0.0,18.9,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Yogurt,Dairy,18.0,84.1,Spring,Fresh,1136.3,3.459,2.718,0.7907,263.15,0.0,26.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Lamb Chops,Meat,40.0,72.4,Summer,Spoiled,2465.6,10.162,7.992,6.0215,0.0,0.0,69.6,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Beef Steak,Meat,31.3,84.7,Summer,Spoiled,864.2,5.612,9.261,5.4364,0.0,0.0,50.0,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,13.3,87.5,Winter,Warning,984.1,1.742,1.715,0.7843,263.15,0.0,38.0,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Chicken Breast,Meat,22.7,81.2,Spring,Spoiled,641.7,12.738,12.959,5.4171,0.0,0.0,12.7,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Eggs,Poultry,27.3,76.2,Monsoon,Warning,724.0,2.767,3.202,0.4321,0.0,0.0,3.1,Dairy_Meat,1.6,6.4,70.0,79.6,11.6
Fish Fillet,Seafood,32.7,89.1,Monsoon,Spoiled,1047.0,0.938,2.035,6.9758,0.0,0.0,14.3,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Chicken Breast,Meat,26.5,77.9,Monsoon,Warning,1216.1,5.888,2.285,2.8159,0.0,0.0,33.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,14.7,74.7,Winter,Fresh,698.6,0.707,1.942,0.5964,263.15,0.0,41.8,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Beef Steak,Meat,33.3,85.1,Monsoon,Spoiled,1428.2,2.104,6.292,3.608,0.0,0.0,4.8,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,31.8,77.0,Summer,Spoiled,1837.9,6.234,16.798,3.9096,0.0,0.0,6.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Whole Milk,Dairy,25.4,91.1,Monsoon,Fresh,1018.0,2.477,2.554,0.5727,263.15,0.0,20.0,Dairy_Meat,2.0,6.0,80.0,88.0,7.0
Lamb Chops,Meat,17.7,90.3,Winter,Spoiled,615.1,12.451,15.027,2.3817,0.0,0.0,72.0,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Pork Ribs,Meat,18.2,81.4,Winter,Spoiled,840.7,11.064,13.783,6.8884,0.0,0.0,44.3,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Beef Steak,Meat,26.8,74.4,Monsoon,Warning,990.3,8.082,6.473,5.6324,0.0,0.0,21.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Paneer,Dairy,42.5,97.3,Summer,Spoiled,501.5,4.33,1.248,0.7114,263.15,0.0,59.8,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Shrimp,Seafood,18.8,79.3,Spring,Spoiled,1035.7,11.533,8.057,5.9984,0.0,0.0,50.3,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Chicken Breast,Meat,21.3,83.9,Spring,Spoiled,1362.7,9.962,7.164,0.5066,0.0,0.0,38.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Butter,Dairy,23.4,62.8,Spring,Fresh,1081.9,3.942,4.471,0.7623,263.15,0.0,4.3,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Shrimp,Seafood,18.6,93.2,Spring,Spoiled,561.9,10.329,2.638,5.2,0.0,0.0,12.3,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Paneer,Dairy,34.7,78.2,Summer,Warning,900.5,3.63,3.776,0.4292,263.15,0.0,7.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Cheddar Cheese,Dairy,36.2,74.0,Summer,Fresh,956.5,4.086,4.941,0.4223,263.15,0.0,10.4,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Cheddar Cheese,Dairy,26.2,76.7,Monsoon,Fresh,706.2,4.067,4.372,0.6416,263.15,0.0,49.1,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Cheddar Cheese,Dairy,38.5,76.3,Summer,Warning,729.4,3.433,4.3,0.0867,263.15,0.0,8.1,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Cheddar Cheese,Dairy,29.5,71.5,Spring,Fresh,842.7,3.0,3.038,0.779,263.15,0.0,50.0,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Shrimp,Seafood,13.7,78.0,Winter,Warning,1118.3,14.32,9.898,0.9019,0.0,0.0,36.5,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Fish Fillet,Seafood,41.6,82.9,Summer,Spoiled,1071.2,6.313,10.927,1.3822,0.0,0.0,34.4,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Cheddar Cheese,Dairy,30.9,83.4,Summer,Warning,805.3,3.143,2.505,0.4154,263.15,0.0,50.8,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Cheddar Cheese,Dairy,26.1,79.9,Monsoon,Warning,661.4,2.932,3.816,0.6498,263.15,0.0,46.7,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Paneer,Dairy,29.4,81.7,Spring,Fresh,889.8,0.275,3.33,0.6581,263.15,0.0,13.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Whole Milk,Dairy,25.1,93.6,Monsoon,Warning,607.4,1.859,3.749,0.8735,263.15,0.0,53.0,Dairy_Meat,2.0,6.0,80.0,88.0,7.0
Cheddar Cheese,Dairy,40.5,85.7,Summer,Fresh,461.7,2.276,1.801,0.4996,263.15,0.0,41.2,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Chicken Breast,Meat,35.1,78.0,Monsoon,Warning,405.4,12.88,0.246,0.3679,0.0,0.0,26.8,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,32.2,80.6,Monsoon,Warning,733.0,3.601,1.356,0.0779,263.15,0.0,27.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Lamb Chops,Meat,32.9,86.5,Summer,Warning,2218.7,11.603,6.214,0.6911,0.0,0.0,33.4,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,32.3,78.5,Monsoon,Spoiled,1436.1,11.589,3.908,7.2035,0.0,0.0,55.0,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Butter,Dairy,37.1,75.4,Monsoon,Spoiled,407.7,1.675,3.795,0.3763,263.15,0.0,53.4,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Paneer,Dairy,36.9,92.4,Summer,Spoiled,969.3,0.465,4.606,0.8973,263.15,0.0,37.9,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Eggs,Poultry,19.7,79.7,Winter,Fresh,459.9,8.517,2.175,0.9642,0.0,0.0,17.8,Dairy_Meat,4.0,10.0,70.0,80.0,28.0
Paneer,Dairy,16.1,75.7,Winter,Fresh,562.2,3.9,2.924,0.1554,263.15,0.0,12.7,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,8.6,77.8,Winter,Spoiled,2190.2,1.356,16.152,2.4337,0.0,0.0,51.0,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Fish Fillet,Seafood,40.9,81.6,Summer,Warning,810.8,10.158,5.203,7.9254,0.0,0.0,3.2,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Beef Steak,Meat,26.7,75.4,Spring,Spoiled,425.1,12.456,19.651,1.0457,0.0,0.0,59.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,37.6,75.9,Summer,Warning,1756.6,12.139,1.84,6.7782,0.0,0.0,58.4,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Cheddar Cheese,Dairy,30.7,84.2,Summer,Warning,706.2,2.133,1.77,0.9083,263.15,0.0,20.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,33.0,86.6,Monsoon,Spoiled,1406.0,1.316,7.66,3.3539,0.0,0.0,46.6,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Lamb Chops,Meat,37.9,83.1,Monsoon,Warning,1407.3,11.722,6.881,4.5252,0.0,0.0,23.8,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Paneer,Dairy,29.1,79.4,Monsoon,Warning,1193.2,2.647,3.834,0.9996,263.15,0.0,70.2,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Cheddar Cheese,Dairy,28.1,89.7,Monsoon,Spoiled,1158.2,2.878,4.913,0.3884,263.15,0.0,67.4,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Yogurt,Dairy,32.7,79.7,Monsoon,Warning,960.4,4.738,2.818,0.5631,263.15,0.0,14.4,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,13.4,76.7,Winter,Warning,401.4,13.768,4.029,1.0439,0.0,0.0,51.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,31.9,73.6,Summer,Spoiled,1166.3,1.088,14.091,5.2971,0.0,0.0,42.6,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,8.8,89.1,Winter,Spoiled,1763.3,2.613,19.375,5.5485,0.0,0.0,66.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,32.7,71.4,Monsoon,Spoiled,1930.5,14.232,18.974,3.1328,0.0,0.0,71.6,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Fish Fillet,Seafood,37.8,85.5,Summer,Spoiled,1149.4,2.11,14.907,1.904,0.0,0.0,70.7,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Yogurt,Dairy,38.7,74.3,Summer,Warning,954.5,1.752,3.935,0.7204,263.15,0.0,4.4,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,28.5,71.5,Spring,Spoiled,1406.9,12.961,13.019,5.4973,0.0,0.0,12.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Cheddar Cheese,Dairy,30.3,88.2,Summer,Fresh,528.7,0.375,4.709,0.978,263.15,0.0,25.0,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Fish Fillet,Seafood,17.4,84.0,Spring,Warning,481.0,3.083,3.8,5.5776,0.0,0.0,52.3,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Eggs,Poultry,10.7,84.5,Winter,Fresh,522.9,5.412,2.138,0.2945,0.0,0.0,48.0,Dairy_Meat,4.0,10.0,70.0,80.0,28.0
Fish Fillet,Seafood,18.3,91.2,Spring,Spoiled,492.4,11.773,9.419,7.159,0.0,0.0,19.8,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Shrimp,Seafood,21.8,83.2,Spring,Spoiled,610.7,12.556,11.285,1.209,0.0,0.0,50.4,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Cheddar Cheese,Dairy,34.5,84.0,Summer,Warning,1072.6,4.092,2.093,0.5355,263.15,0.0,62.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,28.9,75.8,Monsoon,Spoiled,1485.3,8.572,19.655,1.1796,0.0,0.0,68.4,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Pork Ribs,Meat,37.6,88.0,Monsoon,Spoiled,1314.3,14.959,12.545,6.6729,0.0,0.0,19.3,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Eggs,Poultry,35.0,73.9,Summer,Fresh,1098.8,11.798,3.115,0.5226,0.0,0.0,30.8,Dairy_Meat,4.0,10.0,70.0,80.0,21.0
Beef Steak,Meat,32.4,69.8,Monsoon,Spoiled,2037.0,11.786,17.35,7.0411,0.0,0.0,63.3,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Paneer,Dairy,23.3,77.1,Spring,Fresh,886.9,3.468,0.194,0.8896,263.15,0.0,24.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Butter,Dairy,36.2,72.9,Summer,Spoiled,648.8,4.214,4.291,0.6849,263.15,0.0,70.0,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Butter,Dairy,37.7,64.4,Monsoon,Warning,916.4,0.94,1.057,0.824,263.15,0.0,53.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Lamb Chops,Meat,13.7,72.8,Winter,Warning,2187.7,13.19,0.579,1.5421,0.0,0.0,60.1,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Whole Milk,Dairy,30.9,91.2,Monsoon,Warning,804.1,3.177,0.619,0.0306,263.15,0.0,27.4,Dairy_Meat,2.0,6.0,80.0,88.0,7.0
Fish Fillet,Seafood,29.5,92.2,Spring,Warning,606.9,12.463,1.808,0.2196,0.0,0.0,4.5,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Fish Fillet,Seafood,33.4,76.5,Monsoon,Warning,1024.2,11.514,0.178,7.2921,0.0,0.0,47.0,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Fish Fillet,Seafood,33.3,94.5,Summer,Warning,739.0,5.647,6.974,2.016,0.0,0.0,34.1,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Shrimp,Seafood,18.3,89.9,Spring,Warning,917.9,9.136,5.97,0.8648,0.0,0.0,5.5,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Paneer,Dairy,10.4,77.4,Winter,Warning,1012.4,4.498,4.027,0.8024,263.15,0.0,43.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Shrimp,Seafood,8.8,95.1,Winter,Spoiled,723.7,11.051,11.66,7.958,0.0,0.0,58.9,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Chicken Breast,Meat,32.0,78.9,Monsoon,Spoiled,2175.4,12.61,17.53,1.4491,0.0,0.0,7.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,17.5,83.5,Winter,Fresh,471.4,1.776,3.721,0.3071,263.15,0.0,57.0,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Chicken Breast,Meat,14.6,75.2,Winter,Fresh,1618.7,9.31,9.444,1.5564,0.0,0.0,9.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Shrimp,Seafood,20.9,79.4,Spring,Spoiled,727.4,8.541,18.132,3.6606,0.0,0.0,23.5,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Eggs,Poultry,31.3,68.4,Monsoon,Fresh,618.8,11.418,0.843,0.7645,0.0,0.0,35.8,Dairy_Meat,1.6,6.4,70.0,79.6,11.6
Cheddar Cheese,Dairy,30.6,71.9,Monsoon,Warning,827.0,3.653,4.75,0.892,263.15,0.0,54.7,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Lamb Chops,Meat,33.8,78.8,Monsoon,Spoiled,670.8,5.753,11.773,1.3362,0.0,0.0,59.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Paneer,Dairy,16.5,99.0,Winter,Warning,674.2,4.507,1.796,0.1884,263.15,0.0,68.3,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Beef Steak,Meat,32.9,77.2,Summer,Spoiled,658.6,10.667,15.843,3.0015,0.0,0.0,46.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Lamb Chops,Meat,42.9,79.0,Summer,Spoiled,1275.2,5.704,10.946,3.7952,0.0,0.0,11.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Eggs,Poultry,35.5,82.2,Summer,Warning,735.1,13.479,2.558,0.6177,0.0,0.0,21.1,Dairy_Meat,4.0,10.0,70.0,80.0,21.0
Cheddar Cheese,Dairy,24.9,83.9,Spring,Warning,727.8,0.802,2.741,0.9104,263.15,0.0,49.9,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,7.0,85.7,Winter,Spoiled,713.2,1.351,10.234,5.7885,0.0,0.0,8.2,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Paneer,Dairy,37.9,76.3,Monsoon,Warning,431.6,1.453,4.008,0.3127,263.15,0.0,53.4,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Cheddar Cheese,Dairy,41.1,79.3,Summer,Fresh,897.4,4.392,0.465,0.815,263.15,0.0,14.0,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Beef Steak,Meat,20.5,85.6,Spring,Spoiled,2073.5,1.696,13.923,0.4692,0.0,0.0,67.9,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,41.8,86.6,Summer,Warning,1023.3,3.057,4.313,0.88,263.15,0.0,52.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Yogurt,Dairy,18.5,78.9,Spring,Fresh,963.7,3.39,3.838,0.5766,263.15,0.0,41.1,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Shrimp,Seafood,13.8,85.6,Winter,Warning,676.6,10.144,7.698,6.7123,0.0,0.0,40.6,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Fish Fillet,Seafood,38.4,97.9,Summer,Spoiled,459.9,7.375,4.818,7.7612,0.0,0.0,4.6,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Butter,Dairy,27.6,62.4,Spring,Warning,798.8,1.58,4.903,0.7452,263.15,0.0,2.3,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Beef Steak,Meat,24.2,83.6,Spring,Warning,1039.7,7.625,4.137,5.3718,0.0,0.0,68.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,41.0,82.3,Summer,Spoiled,1162.9,6.788,1.949,5.2713,0.0,0.0,1.2,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Chicken Breast,Meat,13.8,66.5,Winter,Warning,1905.4,10.823,2.139,4.8868,0.0,0.0,14.3,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Beef Steak,Meat,35.7,73.2,Monsoon,Spoiled,1729.8,10.082,2.464,7.134,0.0,0.0,33.5,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Fish Fillet,Seafood,25.1,88.0,Monsoon,Spoiled,1139.5,11.716,18.204,5.5345,0.0,0.0,13.3,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Yogurt,Dairy,38.5,87.2,Summer,Warning,887.2,3.463,1.241,0.3979,263.15,0.0,25.3,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Paneer,Dairy,18.8,93.0,Spring,Warning,838.2,1.57,3.684,0.5536,263.15,0.0,16.4,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Butter,Dairy,11.5,80.9,Winter,Spoiled,803.1,3.472,1.612,0.1154,263.15,0.0,26.0,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Pork Ribs,Meat,26.7,88.6,Spring,Warning,1497.7,0.379,2.907,5.362,0.0,0.0,15.2,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Yogurt,Dairy,10.3,88.0,Winter,Warning,425.8,4.07,0.512,0.868,263.15,0.0,53.5,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Butter,Dairy,23.6,63.3,Spring,Warning,705.3,2.083,3.941,0.6851,263.15,0.0,69.6,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Whole Milk,Dairy,33.3,97.3,Summer,Warning,1129.2,3.523,3.238,0.7551,263.15,0.0,39.8,Dairy_Meat,2.0,6.0,80.0,90.0,7.0
Fish Fillet,Seafood,37.5,82.6,Monsoon,Spoiled,539.0,7.708,7.544,3.4281,0.0,0.0,40.5,Dairy_Meat,0.0,2.0,80.0,90.0,2.0
Yogurt,Dairy,36.0,80.2,Monsoon,Warning,1142.9,2.984,3.868,0.6254,263.15,0.0,60.9,Dairy_Meat,1.75,6.25,78.75,88.25,12.75
Apple,Pome Fruit,1.7,96.7,Spring,Warning,2746.8,28.71,0.0,0.0,0.0,16.9,52.4,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Orange,Citrus,9.2,100.2,Monsoon,Spoiled,2531.8,18.552,0.0,0.0,0.0,12.7,62.5,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Orange,Citrus,11.9,102.1,Spring,Spoiled,1808.4,20.48,0.0,0.0,0.0,19.4,37.4,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Apple,Pome Fruit,5.8,95.2,Summer,Warning,4521.9,1.325,0.0,0.0,0.0,5.7,91.1,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Watermelon,Melon,15.6,100.5,Summer,Spoiled,788.5,12.732,0.0,0.0,0.0,12.2,93.7,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Potato,Root Veg,7.3,78.1,Summer,Fresh,1136.6,2.207,0.0,0.0,0.0,6.8,79.0,Fruits_Vegetables,4.0,10.0,80.0,90.0,30.0
Tomato,Vegetable,15.2,92.0,Spring,Spoiled,3314.7,16.05,8.641,3.4530000000000003,275.6,13.7,56.4,Fruits_Vegetables,5.0,9.5,88.5,96.5,6.5
Banana,Tropical Fruit,16.3,80.2,Winter,Warning,2357.1,22.961,0.0,0.0,0.0,9.5,45.8,Fruits_Vegetables,12.0,15.0,85.0,94.25,6.75
Strawberry,Berry,4.6,103.7,Spring,Spoiled,4375.6,28.961,0.0,0.0,0.0,14.3,1.6,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Strawberry,Berry,4.6,106.4,Summer,Warning,3817.0,9.148,0.0,0.0,0.0,19.2,39.9,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Cucumber,Vegetable,12.4,82.6,Monsoon,Spoiled,2966.3,20.133,8.641,3.4530000000000003,275.6,3.0,95.1,Fruits_Vegetables,5.0,9.5,88.5,96.5,6.5
Potato,Root Veg,9.4,86.5,Summer,Warning,1978.6,28.547,0.0,0.0,0.0,14.8,27.7,Fruits_Vegetables,4.0,10.0,80.0,90.0,30.0
Grapes,Berry,3.1,94.7,Winter,Warning,2013.1,16.971,0.0,0.0,0.0,8.0,1.0,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Grapes,Berry,1.6,105.1,Spring,Fresh,1986.1,13.891,0.0,0.0,0.0,7.8,17.3,Fruits_Vegetables,2.0,6.0,80.0,90.0,7.0
Papaya,Tropical Fruit,12.7,98.0,Winter,Warning,4492.9,21.825,0.0,0.0,0.0,18.1,78.1,Fruits_Vegetables,12.0,15.0,85.0,94.25,6.75
